EMPRESA	ARCHIVO	FECHA	BODEGA	CODIGO	CODIGO FUNCIONAL	CODIGO VINCULADO	CODIGO GENERICO	DESCRIPCION	GRUPO	LINEA	SUBLINEA	FAMILIA	SUBFAMILIA	CATEGORIA	TIPO	MARCA	MODELO	CAT MANAGEMENT	CAT PROPIA 1	CAT PROPIA 2	CAT PROPIA 3	CAT PROPIA 4	CAT PROPIA 5	Estatus	Clasificación	Responsable	CTV	PV	Precio Promoción	Inicio Promoción	Fin Promoción	Horizonte	T Suministro	Frec Repos	GDB	Cam	Etapa	Estado Reposiciones	Nuevo Buff Sug	Comportamiento	Consumo	Cobertura Buffer	Cobertura Inv Proy	Cobertura Ped Min	Días Desabastecimiento	Ventas Perdidas	Posponer BUF	Posponer RED	Posponer GDB	Proveedor	Perfil	Buff Min	Buff Max	PEDID Min	Redondeo Pedido Mínimo	PEDID Min Grupo	Unidad Empaque	Redondeo Unidad Empaque	Porc Aten	Impacto Faltante	Observaciones	Nuevo Buff Real	Buff Act	Buff Calc	Zona Amar	Zona Roja	Color	Color1	Ult Buffer	Buff Ant Estacion	Buff Estacional	Inv Proveed	Inv Fís Act	Estado Buffer	Tráns Act	Negociación	Producción	Embarcado	Comprom	Backorders	Inv Proy Act	Estado Buffer Proy	Ingresos	Egresos	PEDIDCalc	PEDID Prom	PEDID Real	Calendario Estacional	Acción Estacional	Etapa Estacional	T$D	I$D	Rentabilid	Rentabilidad Proy	Vel Efect	Servicio	Ult Cambio	Inicio Per	Fin Per	Ult Transfer Inicial	Ult Transfer Final	Fecha Nuevo Pedido	Fecha Esperada Arribo	Var	Rojo Acum	Negro	Rojo	Amarillo	Verde	Lila	Err Ped Grupo	Color Repos Frec	Omisiones GDB	Numero Fila	Borrar
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	92355		0	0	BATA QUIRURGICA MICROCOOL - XL  SECURE F	0	0	0	0	MICROCOOL	0	0	HALYARD	0	0						0	0	0	10.49	30.22	0			7	3	4	1	+-	LIBRE-21	OK	177		4.67	7.119914347	7.815845824	0.053533191	0	0	42862			HALYARD	HALYARD AEREO			1	Default		28	=	1				133	50	88	44	V	L	100			1000000000	90	0.32	56	0	0	0	0	0	146	-0.1			0	76					0	0	0	12.89718099		1	42822	42843	42892	42873	42901	42901	42901	1.104357425	748	0.386363636	0.136363636	0	0.25	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	92354		0	0	BATA QUIRURGICA MICROCOOL - L SECURE FIT	0	0	0	0	MICROCOOL	0	0	HALYARD	0	0						0	0	0	7.35	28.22	0			7	3	4	1	+-	LIBRE-21	OK			10.19	6.869479882	6.894013739	0.024533857	0	0	42862			HALYARD	HALYARD AEREO	6	12	1	Default		30	=	1				280	107	186	92	A	L	210			1000000000	161	0.43	120	0	0	0	0	0	281	0			0	160					0	0	0	19.47055394		1	42822	42843	42892	42873	42901	42901	42901	1.019580269	1547	0	0.386363636	0.272727273	0.113636364	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	92353		0	0	"""M-COLL, SRGCL, GOWN SPE - XL"""	0	0	0	0	MICROCOOL	0	0	HALYARD	0	0						0	0	0	10.65	0	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		26	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89821		0	0	"""IMPERVIOUS STOCKINETTE , LARGE"""	0	0	0	0	STOKINETA	0	0	HALYARD	0	0						0	0	0	0	0	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		25	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89811		0	0	"""STOKINETA IMPERMEABLE ESTERIL 9""""X44"""""""	0	0	0	0	STOKINETA	0	0	HALYARD	0	0						0	0	0	0	22.71	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		36	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89731		0	0	UTILITY DRAPES	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	0.74	0	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		200	=	1				0	0	0	0	G	G	0			1000000000	1000	0	0	0	0	0	0	0	1000	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89706		0	0	FEMORAL ANGIOGRAPHY	0	0	0	0	ANGIOGRAFIA	0	0	HALYARD	0	0						0	0	0	4.56	37.91	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		18	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89490		0	0	2- PIECE SHOULDER ARTHOSCOPY DRAPE PACK	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	24.02	0	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		12	=	1				0	0	0	0	G	G	0			1000000000	1	0	0	0	0	0	0	0	1	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89462		0	0	FEMORAL ANGIOGRAPHY	0	0	0	0	ANGIOGRAFIA	0	0	HALYARD	0	0						0	0	0	25.19	0	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		18	=	1				0	0	0	0	G	G	0			1000000000	4	0	0	0	0	0	0	0	4	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89381		0	0	"""CAMPO PARA ORTOPEDIA, CAMPO PROPILENO (1"""	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	7.25	0	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		18	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			5.830951895	0	0.75	0	0	0	0.022727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89311		0	0	LARGE ORTHO- DRAPE	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	10.11	59.72	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		11	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			1.467743156	0	0.522727273	0	0	0	0.25			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89265		0	0	CAMPO ARTROSCOPIA DE RODILLA KC200 UN	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	12.92	96.71	0			7	3	4	1		LIBRE-312				1.12	0	0	0.223214286	0	0	42666			HALYARD	HALYARD AEREO			1	Default		10	=	1				0	12	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			3.262892068	0	0.704545455	0	0	0	0.068181818			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89111		0	0	MEDIUM DRAPE	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	2.45	0	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		50	=	1				0	0	0	0	G	G	0			1000000000	35	0	0	0	0	0	0	0	35	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			0.014662913	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	89070		0	0	CAMPO PARA ARTROSCOPIA DE HOMBRO KC200	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	41.99	88.67	0			7	3	4	1	+-	LIBRE-134	OK		BUF	0.13	23.07692308	30.76923077	1.923076923	0	0	42666		42853	HALYARD	HALYARD AEREO			1	Default		10	=	1				12	2	8	4	A	L	11			1000000000	6	0.5	10	0	0	0	0	0	16	-0.33			0	7					0	0	0	7.623039499		1	42709	42843	42892	42873	42901	42901	42901	0.143548113	0	0	0	0.772727273	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	88731		0	0	PAQUETE CARDIOVASCULAR I KC 200	0	0	0	0	CARDIOVASCULAR	0	0	HALYARD	0	0						0	0	0	48.02	204.14	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		2	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			3.262892068	0	0.704545455	0	0	0	0.068181818			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	88488		0	0	PAQUETE DE ARTROSCOPIA DE RODILLA	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	48.65	216.65	0			7	3	4	1	+-	LIBRE-21	OK	107	BUF	2.06	9.708737864	9.708737864	0.121359223	0	0	42862			HALYARD	HALYARD AEREO			1	Default		5	=	1				80	22	53	26	V	V	60			1000000000	60	0.25	20	0	0	0	0	0	80	0			0	46					0	0	0	23.67934224		1	42822	42843	42892	42873	42901	42901	42901	1.020462769	408	0	0.386363636	0.136363636	0.25	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	88411		0	0	PAQUETE ORTOPEDICO I KC 200	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	39.7	154.45	0			7	3	4	1	+-	LIBRE-21	OK	54		2.06	4.854368932	4.733009709	0.121359223	0	0	42666			HALYARD	HALYARD AEREO			1	Default		5	=	1				40	22	27	13	A	V	30			1000000000	19	0.53	20	0	0	0	0	0	39	0.03			0	23					0	0	0	19.82007917		1	42822	42843	42892	42873	42901	42901	42901	1.033451223	221	0.386363636	0	0.386363636	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	88108		0	0	PAQUETE DE ARTROSCOPIA DE HOMBRO TECNICA	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	75.48	161.79	0			7	3	4	1	+-	LIBRE-134	OK		BUF	0.13	23.07692308	23.07692308	1.923076923	0	0	42666		42853	HALYARD	HALYARD AEREO			1	Default		3	=	1				12	2	8	4	A	V	0			1000000000	6	0.5	6	0	0	0	0	0	12	0			0	7					0	0	0	7.841017488		1	42709	42843	42892	42873	42901	42901	42901	0	0	0	0	0.772727273	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	77910		0	0	PAQUETE ARTROSCOPIA DE RODILLA UN	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	13.25	146.73	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		6	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			3.262892068	0	0.704545455	0	0	0	0.068181818			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	77907		0	0	PAQUETE PARA LAPAROTOMIA I KC 100 UN	0	0	0	0	GENERAL	0	0	HALYARD	0	0						0	0	0	10.04	113.03	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		7	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			3.262892068	0	0.704545455	0	0	0	0.068181818			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	77903		0	0	PAQUETE UNIVERSAL I KC 100 UN	0	0	0	0	UNIVERSAL	0	0	HALYARD	0	0						0	0	0	22.57	123.59	0			7	3	4	1		LIBRE-27				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		5	=	1				0	0	0	0	G	G	12			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42816	42843	42892	0	0			3.262892068	0	0.704545455	0	0	0	0.068181818			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	77723		0	0	CAMPO VERTICAL PARA CADERA	0	0	0	0	ORTOPEDIA	0	0	HALYARD	0	0						0	0	0	32.74	120.85	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		14	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	69979		0	0	BATA AISLANTE KC200 AMARILLA	0	0	0	0	BATAS AISLAMIENTO	0	0	HALYARD	0	0						0	0	0	0.71	3.5	0			7	3	4	1		LIBRE-134				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		100	=	1				0	0	0	0	G	G	210			1000000000	1210	0	0	0	0	0	0	0	1210	0			0	0					0	0	0	0		0	42709	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	69606		0	0	BATA PROCEDIMIENTOS DE QUIMIOTERAPIA UN	0	0	0	0	BATAS QUIMIOTERAPIA	0	0	HALYARD	0	0						0	0	0	1.45	10	0			7	3	4	1	-	SUSP-3	OK			0.36	138.8888889	138.8888889	0.694444444	14	0	42666			HALYARD	HALYARD AEREO			1	Default		100	=	1				200	4	133	66	N	V	0			1000000000	0	1	200	0	0	0	0	0	200	0			0	114					564.3	0	0	40.43349754		1	42846	42846	42895	42846	0	42874	42867	1	0	0.704545455	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	68036		0	0	"""KC200 KIMGUARD* STERILIZATION WRAP,  36I"""	0	0	0	0	KIMGUARD	0	0	HALYARD	0	0						0	0	0	0.61	2.28	0			7	3	4	1		LIBRE-134				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		300	=	1				0	0	0	0	G	G	21			1000000000	87	0	0	0	0	0	0	0	87	0			0	0					0	0	0	0		0	42709	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	68030		0	0	"""KC200 KIMGUARD* STERILIZATION WRAP,  30I"""	0	0	0	0	KIMGUARD	0	0	HALYARD	0	0						0	0	0	0.4	1.5	0			7	3	4	1		LIBRE-134				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		300	=	1				0	0	0	0	G	G	21			1000000000	163	0	0	0	0	0	0	0	163	0			0	0					0	0	0	0		0	42709	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	68024		0	0	KC200 KIMGUARD* STERILIZATION WRAP	0	0	0	0	KIMGUARD	0	0	HALYARD	0	0						0	0	0	0.24	1.03	0			7	3	4	1		LIBRE-134				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		500	=	1				0	0	0	0	G	G	21			1000000000	77	0	0	0	0	0	0	0	77	0			0	0					0	0	0	0		0	42709	42843	42892	0	0			0	0	0	0	0	0	0.772727273			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	55092		0	0	PURPLE NITRILE STERILE POWDER - FREE EXA	0	0	0	0	GUANTES	0	0	HALYARD	0	0						0	0	0	0	0	0			7	3	4	1		LIBRE-312				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		200	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42531	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	50604		0	0	"""GUANTES PARA EXAMEN PURPLE NITRILE XTRA,"""	0	0	0	0	GUANTES PARA QUIMIOTERAPIA	0	0	HALYARD	0	0						0	0	0	0.44	0	0			7	3	4	1		LIBRE-251				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		500	=	1				0	0	0	0	G	G	0			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42592	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	50603		0	0	GUANTES PARA EXAMEN PURPLE NITRILE XTRA	0	0	0	0	GUANTES PARA QUIMIOTERAPIA	0	0	HALYARD	0	0						0	0	0	0.21	0.79	0			7	3	4	1		LIBRE-21	MAC			98.72	6.736223663	9.749797407	0.002532415	0	0	42862			HALYARD	HALYARD AEREO			1	Default		500	=	1				2660	1037	1769	878	L	L	2000			1000000000	3850	-0.45	0	0	0	0	0	0	3850	-0.45			0	1520					0	249.9	0	18.93877551		0	42822	42843	42892	0	0			0.981417072	0	0.181818182	0.204545455	0	0.136363636	0.25			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	50602		0	0	GUANTES PURPLE NITRILE XTRA TALLA M	0	0	0	0	GUANTES PARA QUIMIOTERAPIA	0	0	HALYARD	0	0						0	0	0	0.26	0.79	0			7	3	4	1	+-	LIBRE-21	OK	21227	BUF	204.17	19.54253808	19.77518734	0.00122447	0	0	42853			HALYARD	HALYARD AEREO			1	Default		500	=	1				15960	2144	10613	5267	V	L	12000			1000000000	12650	0.21	3500	0	0	0	0	0	16150	-0.01			0	9120					0	0	0	13.97802198		1	42822	42843	42892	42873	42901	42901	42901	0.47352411	12936	0	0.181818182	0.340909091	0.25	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	50601		0	0	GUANTES PURPLE NITRILE XTRA TALLA S	0	0	0	0	GUANTES PARA QUIMIOTERAPIA	0	0	HALYARD	0	0						0	0	0	0.26	0.79	0			7	3	4	1	-	LIBRE-21	MAC		BUF	24.68	53.8897893	53.68719611	0.01012966	0	0	42853			HALYARD	HALYARD AEREO			1	Default		500	=	1				5320	260	3538	1756	V	V	4000			1000000000	5300	0	0	0	0	0	0	0	5300	0			0	3040					0	0	0	13.97802198		0	42822	42843	42892	0	0			0.362512419	0	0	0	0.522727273	0.25	0			FALSE		
HOSPICARE	HOSPICARE.xlsm	42892	Bodega ECU	48247		0	0	MASCARILLA QUIRURGICA FUIDSHIELD FOG FRE	0	0	0	0	MASCARILLAS CONTRA LIQUIDOS	0	0	HALYARD	0	0						0	0	0	0.7	3.56	0			7	3	4	1		LIBRE-134				0	0	0	0	0	0	42666			HALYARD	HALYARD AEREO			1	Default		100	=	1				0	0	0	0	G	G	168			1000000000	0	0	0	0	0	0	0	0	0	0			0	0					0	0	0	0		0	42709	42843	42892	0	0			1	0	0.772727273	0	0	0	0			FALSE		
